源声编码,观点原文句,源声来源,观点类别,,
,和朋友视频，看不清对面，很模糊,官网,QQ/微信等视频/拍照效果不好,,
,用微信视频聊天，对方看到我的视频颜色不正,官网,QQ/微信等视频/拍照效果不好,,
,视频聊天像素低啊,官网,QQ/微信等视频/拍照效果不好,,
,微信QQ视频会听到自己回音,官网,QQ/微信等视频/拍照效果不好,,
,微信视频聊天摄像头不清晰,官网,QQ/微信等视频/拍照效果不好,,
,QQ视频通话时，发现前置摄像头显示出来的画面跟正常时候相比是旋转90度的，看着非常别扭,官网,QQ/微信等视频/拍照效果不好,,
,视频像素怎么那么差,百度知道,QQ/微信等视频/拍照效果不好,,
,假如直接微信里面打开相机拍照就会很模糊，很无语,京东商城,QQ/微信等视频/拍照效果不好,,
,qq微信视频，在光线稍弱时基本不能使用,官网,QQ/微信等视频/拍照效果不好,,
,用相机录微信小视频一点也不清楚,官网,QQ/微信等视频/拍照效果不好,,
,就是视频时候感觉照的脸上有东西,京东商城,QQ/微信等视频/拍照效果不好,,
,发微信视频时都很晃，不清楚,官方商城,QQ/微信等视频/拍照效果不好,,
,开视频看不清人发白,意见,QQ/微信等视频/拍照效果不好,,
,接视频看的人都是花的,天猫商城,QQ/微信等视频/拍照效果不好,,
,微信视频还不清楚,官网,QQ/微信等视频/拍照效果不好,,
,就是视频聊天的时候忽暗忽亮,天猫商城,QQ/微信等视频/拍照效果不好,,
,拍qq段视频不清楚有花像马赛克一样的花,意见,QQ/微信等视频/拍照效果不好,,
,但是一用微信小视频拍我的天，完全模糊不清,官网,QQ/微信等视频/拍照效果不好,,
,微信小视屏录制也不清晰。,官网,QQ/微信等视频/拍照效果不好,,
,QQ视频聊天还是微信视频聊天对方总是说模糊不清,意见,QQ/微信等视频/拍照效果不好,,
,前摄像头 开视频的时候，前摄像头照人是黑的,官网,QQ/微信等视频/拍照效果不好,,
,微信扣扣拍小视频有条纹卡顿,意见,QQ/微信等视频/拍照效果不好,,
,对qq视频微信视频，很黑很暗很红真的跟鬼一样,官网,QQ/微信等视频/拍照效果不好,,
,拍摄小视频很模糊,官网,QQ/微信等视频/拍照效果不好,,
,微信录小视频不清晰,官网,QQ/微信等视频/拍照效果不好,,
,微信视频晚上开灯了，对面根本看不见这边的人，一大片黑漆漆,官网,QQ/微信等视频/拍照效果不好,,
,使用qq开视频画面十分模糊。,意见,QQ/微信等视频/拍照效果不好,,
,微信视频也不清楚。,意见,QQ/微信等视频/拍照效果不好,,
,上传qq视频花花的,官网,QQ/微信等视频/拍照效果不好,,
,视频聊天对方听不到我声音,官网,QQ/微信等视频/拍照效果不好,,
,视频聊天时屏幕总是一会亮一会暗，一会清晰一会模糊,意见,QQ/微信等视频/拍照效果不好,,
,视频时别人看我不怎么清楚,意见,QQ/微信等视频/拍照效果不好,,
,视频效果不怎么太好,京东商城,QQ/微信等视频/拍照效果不好,,
,小视频录出来就很模糊,官方商城,QQ/微信等视频/拍照效果不好,,
,微信小视频能不能升级下啊好模糊啊,官网,QQ/微信等视频/拍照效果不好,,
,手机录小视频很模糊,意见,QQ/微信等视频/拍照效果不好,,
,就开始的时候微信拍小视频有点闪影,天猫商城,QQ/微信等视频/拍照效果不好,,
,手机拍小视频为什么像素差,官网,QQ/微信等视频/拍照效果不好,,
,微信视频聊天没声音,京东商城,QQ/微信等视频/拍照效果不好,,
,微信，QQ小视频不清晰,意见,QQ/微信等视频/拍照效果不好,,
,微信里拍的短视频感觉不清楚,意见,QQ/微信等视频/拍照效果不好,,
,微信录制小视频不清楚,官网,QQ/微信等视频/拍照效果不好,,
,微信朋友圈录小视频不清晰,意见,QQ/微信等视频/拍照效果不好,,
,微信视频不清晰,意见,QQ/微信等视频/拍照效果不好,,
,微信视频画质不清晰,官网,QQ/微信等视频/拍照效果不好,,
,微信视频聊天摄像头拍不清楚,官网,QQ/微信等视频/拍照效果不好,,
,微信视频通话后置摄像头相当模糊,意见,QQ/微信等视频/拍照效果不好,,
,微信视频质量非常糟糕,意见,QQ/微信等视频/拍照效果不好,,
,微信相机不行,意见,QQ/微信等视频/拍照效果不好,,
,微信小视频不清楚,意见,QQ/微信等视频/拍照效果不好,,
,微信小视频不清晰,意见,QQ/微信等视频/拍照效果不好,,
,微信小视频好模糊啊,百度贴吧,QQ/微信等视频/拍照效果不好,,
,微信小视频画质太模糊,意见,QQ/微信等视频/拍照效果不好,,
,微信拍小视频画面很模糊，画面不清晰,意见,QQ/微信等视频/拍照效果不好,,
,微信和别人视频听不到对方声音,官网,QQ/微信等视频/拍照效果不好,,
,用QQ录视频给人家很模糊,官网,QQ/微信等视频/拍照效果不好,,
,微信视频通话杂音极大,官网,QQ/微信等视频/拍照效果不好,,
,视频通话就变得卡顿,官方商城,QQ/微信等视频/拍照效果不好,,
,微信QQ接视频好模糊,官网,QQ/微信等视频/拍照效果不好,,
,qq和微信录制小视频的时候，效果非常差,官网,QQ/微信等视频/拍照效果不好,,
,在使用小视频是否有出现模糊不清情况,官网,QQ/微信等视频/拍照效果不好,,
,微信录小视频，播放时屏幕上为什么会上下抖动啊,官网,QQ/微信等视频/拍照效果不好,,
,发微信小视频时为何是不清楚,官网,QQ/微信等视频/拍照效果不好,,
,视频看人看不清楚,京东商城,QQ/微信等视频/拍照效果不好,,
,微信视频聊天回音好大,京东商城,QQ/微信等视频/拍照效果不好,,
,但是拍微信视频会抖，模糊,京东商城,QQ/微信等视频/拍照效果不好,,
,就是视频聊天效果差,京东商城,QQ/微信等视频/拍照效果不好,,
,视频那边根本听不到说话,京东商城,QQ/微信等视频/拍照效果不好,,
,而且视频通话跟拍照感觉像素也很模糊,官网,QQ/微信等视频/拍照效果不好,,
,QQ视频模糊怎么破,百度贴吧,QQ/微信等视频/拍照效果不好,,
,用那个微信录视频和空间录视频像素一点都不清楚，模模糊糊的！,意见,QQ/微信等视频/拍照效果不好,,
,用微信录制小视频，画质不清晰。,意见,QQ/微信等视频/拍照效果不好,,
,与他人视频时，对方总是模糊，看不清,意见,QQ/微信等视频/拍照效果不好,,
,微信信息推送不了收不到信息,百度贴吧,QQ/微信等收发消息异常,,
,有时候接受不到微信的消息推送,百度贴吧,QQ/微信等收发消息异常,,
,发微信红包会卡,官网,QQ/微信等收发消息异常,,
,QQ，贴吧，微信等好多消息不提醒,百度贴吧,QQ/微信等收发消息异常,,
,qq和微信退出后不推送消息,百度贴吧,QQ/微信等收发消息异常,,
,QQ怎么不显示未读消息呢,官网,QQ/微信等收发消息异常,,
,QQ在后台运行，好友发的消息没有提醒,官网,QQ/微信等收发消息异常,,
,qq消息为什么不提示,官网,QQ/微信等收发消息异常,,
,QQ与微信接收慢,官网,QQ/微信等收发消息异常,,
,QQ后台不提醒,官网,QQ/微信等收发消息异常,,
,QQ我只要不用就接受不到消息,官网,QQ/微信等收发消息异常,,
,微信和qq锁屏接收不到消息提示,官网,QQ/微信等收发消息异常,,
,QQ锁屏看不到弹窗消息,官网,QQ/微信等收发消息异常,,
,微信明明允许联网了，有的时候发消息是正常的，但接收消息往往延迟几分钟,官网,QQ/微信等收发消息异常,,
,微信怎么突然不显示未读数量,官网,QQ/微信等收发消息异常,,
,QQ离线怎么接收不了离线消息,官网,QQ/微信等收发消息异常,,
,发现这个手机居然接收微信和短信都会延迟,官网,QQ/微信等收发消息异常,,
,QQ有消息来了不提示,官网,QQ/微信等收发消息异常,,
,QQ微信后台程序收不到信息,官网,QQ/微信等收发消息异常,,
,后台运行QQ收不到消息,官网,QQ/微信等收发消息异常,,
,微信消息不刷新就收不到,官网,QQ/微信等收发消息异常,,
,发现锁屏下接收不到新微信消息,百度贴吧,QQ/微信等收发消息异常,,
,微信在黑屏后不能及时收到信息,官网,QQ/微信等收发消息异常,,
,"后台运行QQ,微信，但收不到新消息提醒",百度贴吧,QQ/微信等收发消息异常,,
,QQ是不是有仇 是不是有仇，是不是有仇，收到消息怎么没有提醒,官网,QQ/微信等收发消息异常,,
,熄屏时间过长后QQ消息延迟,官网,QQ/微信等收发消息异常,,
,qq来消息不通知,官网,QQ/微信等收发消息异常,,
,主要这个微信啊，聊天里不能收发图片,官网,QQ/微信等收发消息异常,,
,QQ接受消息很慢,官网,QQ/微信等收发消息异常,,
,QQ信息提示慢,官网,QQ/微信等收发消息异常,,
,QQ的未读信息没有数量显示,官网,QQ/微信等收发消息异常,,
, QQ消息不弹悬浮窗,官网,QQ/微信等收发消息异常,,
,qq消息没提示,官网,QQ/微信等收发消息异常,,
,扣扣消息锁屏不提醒,官网,QQ/微信等收发消息异常,,
,QQ无推送通知，要点开种序后才发现有消息,官网,QQ/微信等收发消息异常,,
,今天怎么突然收不到qq消息,官网,QQ/微信等收发消息异常,,
,QQ信息都发不出去,官网,QQ/微信等收发消息异常,,
,在后台使用微信时，为什么收不到信息,官网,QQ/微信等收发消息异常,,
,微信接收不到信息,官网,QQ/微信等收发消息异常,,
,微信发送超过30秒的长语音对方就收不到了,官网,QQ/微信等收发消息异常,,
,QQ后台接不到消息,官网,QQ/微信等收发消息异常,,
,打开QQ微信才会有消息，不打开不显示消息,官网,QQ/微信等收发消息异常,,
,QQ来消息通知栏怎么不提示,官网,QQ/微信等收发消息异常,,
,qq不进去刷新列表，不接收新消息,官网,QQ/微信等收发消息异常,,
,黑屏后接收不到qq消息通知,百度知道,QQ/微信等收发消息异常,,
,qq微信来信息不提示,官网,QQ/微信等收发消息异常,,
,qq有信息不提示,官网,QQ/微信等收发消息异常,,
,微信发来的信息有延迟,官网,QQ/微信等收发消息异常,,
,微信消息总是不能及时提醒,官网,QQ/微信等收发消息异常,,
,qq和微信都收不到任何信息的提示,官网,QQ/微信等收发消息异常,,
,微信后台不能接受信息,官网,QQ/微信等收发消息异常,,
,微信收不到信息,官网,QQ/微信等收发消息异常,,
,手机QQ信息收不到或延时才能收到,官网,QQ/微信等收发消息异常,,
,扣扣消息不显示,官网,QQ/微信等收发消息异常,,
,手机发微信红包会延迟两秒啊,官网,QQ/微信等收发消息异常,,
,微信有时间怎么发不出去图片,官网,QQ/微信等收发消息异常,,
,桌面QQ消息不提醒,官网,QQ/微信等收发消息异常,,
,微信小视频看不到,官网,QQ/微信等收发消息异常,,
, 来微信消息不点亮屏幕,百度贴吧,QQ/微信等收发消息异常,,
,qq收到信息后老是没通知,官网,QQ/微信等收发消息异常,,
,还有就是微信总显示收到信息，打开却总没有,天猫商城,QQ/微信等收发消息异常,,
,只有解锁以后再打开微信，才能收到消息,官网,QQ/微信等收发消息异常,,
,微信就发不出去信息了,官网,QQ/微信等收发消息异常,,
,QQ收消息推迟,官网,QQ/微信等收发消息异常,,
,微信就像是抽风了似的，消息发不出去，也接收不到,官网,QQ/微信等收发消息异常,,
,QQ收到信息后不显示怎么办,官网,QQ/微信等收发消息异常,,
,发一条qq消息都发不出去,官网,QQ/微信等收发消息异常,,
,微信后台没有消息提醒怎么回事,官网,QQ/微信等收发消息异常,,
,qq好友发来的图片看不了,官网,QQ/微信等收发消息异常,,
,QQ在后台运行收不到消息，要打开QQ才收得到,官网,QQ/微信等收发消息异常,,
,后台接收不到微信信息了,官网,QQ/微信等收发消息异常,,
,锁屏桌面为什么不显示QQ好友发来的消息,官网,QQ/微信等收发消息异常,,
,在微信里图片发不出去,官网,QQ/微信等收发消息异常,,
,我的相隔几秒信息才来,官网,QQ/微信等收发消息异常,,
,手机QQ总是发不出去消息,官网,QQ/微信等收发消息异常,,
,手机QQ微信后台关闭后为什么接受不到消息,官网,QQ/微信等收发消息异常,,
,手机微信接收不了图片,官网,QQ/微信等收发消息异常,,
,微信qq来新消息了不会亮屏,官网,QQ/微信等收发消息异常,,
,QQ微信推送，就是在后台运作就收不到消息,官网,QQ/微信等收发消息异常,,
,QQ和微信进入后台运用时，在待机界面收不了消息,官网,QQ/微信等收发消息异常,,
,微信发不了小视频,官网,QQ/微信等收发消息异常,,
,微信后台收不到消息或者延迟收到,vivo快乐精英大本营,QQ/微信等收发消息异常,,
,微信消息不会提示,官网,QQ/微信等收发消息异常,,
,微信一直收不到后台提醒,官网,QQ/微信等收发消息异常,,
,微信为什么接不到信息,官网,QQ/微信等收发消息异常,,
,发微信就用不了发不出去,官网,QQ/微信等收发消息异常,,
,微信信息收不到,官网,QQ/微信等收发消息异常,,
,QQ微信离线消息不能接收,官网,QQ/微信等收发消息异常,,
,qq来消息时没有提醒,百度知道,QQ/微信等收发消息异常,,
,微信图片接受不了,百度知道,QQ/微信等收发消息异常,,
,qq有消息不会提示呢,官网,QQ/微信等收发消息异常,,
,qq和微信锁屏都没有信息提示,官网,QQ/微信等收发消息异常,,
,在用QQ发语音总是出现卡顿反复出现滴滴声,官网,QQ/微信等收发消息异常,,
,手机QQ后台无法接收信息,官网,QQ/微信等收发消息异常,,
,qq来消息了  ，在锁屏上不显示 ,官网,QQ/微信等收发消息异常,,
,微信发不了小视频和图片,官网,QQ/微信等收发消息异常,,
,来QQ消息怎么不会弹窗,官网,QQ/微信等收发消息异常,,
,微信收不到消息,官网,QQ/微信等收发消息异常,,
,微信发不了语音,官网,QQ/微信等收发消息异常,,
,微信qq等应用程序在设置好提醒的情况下，来了消息不提醒,官网,QQ/微信等收发消息异常,,
,手机微信用数据的时候收不到消息,官网,QQ/微信等收发消息异常,,
,微信语音总是不灵,天猫商城,QQ/微信等收发消息异常,,
,微信消息不提示,官网,QQ/微信等收发消息异常,,
,qq 听不了语音,官网,QQ/微信等语音异常,,
,qq发不了时间长的语音,官网,QQ/微信等语音异常,,
,qq发语音没有声音,意见,QQ/微信等语音异常,,
,QQ声音直接听不到,官网,QQ/微信等语音异常,,
,QQ突然不能录音了,意见,QQ/微信等语音异常,,
,QQ语音发不起来,意见,QQ/微信等语音异常,,
,QQ语音声太小,意见,QQ/微信等语音异常,,
,QQ语音说话不清晰,意见,QQ/微信等语音异常,,
,微信语音一打开为什么黑屏,百度知道,QQ/微信等语音异常,,
,发的语音没有声音了,官网,QQ/微信等语音异常,,
,微信不能语音 ,百度知道,QQ/微信等语音异常,,
,qq语音的时候经常出现滴滴滴滴响的声音,官网,QQ/微信等语音异常,,
,微信用语音怎么不行,百度知道,QQ/微信等语音异常,,
,微信语音没有声音,百度知道,QQ/微信等语音异常,,
,在QQ上录语音消息就会有滴滴滴滴滴滴的声音,官网,QQ/微信等语音异常,,
,播放QQ微信，语音听不见,官网,QQ/微信等语音异常,,
,微信发语音有时候都不灵,官网,QQ/微信等语音异常,,
,微信不能发语音消息了,官网,QQ/微信等语音异常,,
,微信为什么不能发语音,官网,QQ/微信等语音异常,,
,自动挂断qq语音,官网,QQ/微信等语音异常,,
,微信语音有点异常,官网,QQ/微信等语音异常,,
,手机微信发语音有时候没有声音,官网,QQ/微信等语音异常,,
,qq语音就黑屏,官网,QQ/微信等语音异常,,
,微信听语音没有声音,百度贴吧,QQ/微信等语音异常,,
,微信语音有时声音大,官网,QQ/微信等语音异常,,
,语音模式按下去没有声音,官网,QQ/微信等语音异常,,
,微信听语音的放到耳朵时，总是扬声器,官网,QQ/微信等语音异常,,
,偶尔有微信语音失控现象,京东商城,QQ/微信等语音异常,,
,手机QQ语音一按缩小语音窗口通话就异常结束,官网,QQ/微信等语音异常,,
,发微信语音没声音,意见,QQ/微信等语音异常,,
,发语音对方听不到,意见,QQ/微信等语音异常,,
,QQ和微信点语音失灵,vivo快乐精英大本营,QQ/微信等语音异常,,
,语音识别功能好差,官网,QQ/微信等语音异常,,
,聊微信听语音时，有时声音会忽然加大,官网,QQ/微信等语音异常,,
,就是微信发语音的时候有时会卡,天猫商城,QQ/微信等语音异常,,
,qq、微信发语音结果没声音,意见,QQ/微信等语音异常,,
,接收语音听不见声音,意见,QQ/微信等语音异常,,
,经常发QQ语音的时候没有声音,意见,QQ/微信等语音异常,,
,经常微信语音音频没声音,意见,QQ/微信等语音异常,,
,qq语音没声音,意见,QQ/微信等语音异常,,
,扣扣语音 按语音时一闪一闪的,官网,QQ/微信等语音异常,,
,微信语音播放放着放着就停了,意见,QQ/微信等语音异常,,
,qq语音都听不到声音。,京东商城,QQ/微信等语音异常,,
,发语音有点不像,京东商城,QQ/微信等语音异常,,
,微信语音没碰到任何按键自动停播,官网,QQ/微信等语音异常,,
,qq语音有时候别人发来的听不了,官网,QQ/微信等语音异常,,
,微信语音发不出去,百度贴吧,QQ/微信等语音异常,,
,发语音声音好模糊,官网,QQ/微信等语音异常,,
,微信和qq都发不了语音,官网,QQ/微信等语音异常,,
,不能语音聊天,官网,QQ/微信等语音异常,,
,手机不能发语音,意见,QQ/微信等语音异常,,
,微信，QQ和其他所有软件都不能发语音,官网,QQ/微信等语音异常,,
,微信语音也听不了,官网,QQ/微信等语音异常,,
,手机就是录不了语音，也发不了语音,官网,QQ/微信等语音异常,,
,语音发不了,官网,QQ/微信等语音异常,,
,语音声音不正常,天猫商城,QQ/微信等语音异常,,
,听不到QQ好友发的语音消息,官网,QQ/微信等语音异常,,
,QQ发语音的时候会突然滴滴滴滴滴响,天猫商城,QQ/微信等语音异常,,
,手机微信语音听不了,意见,QQ/微信等语音异常,,
,昨天发过的微信语音为什么听不了了,官网,QQ/微信等语音异常,,
,手机无法发语音,官网,QQ/微信等语音异常,,
,手机发语音按时间长了它不能自动发送,官网,QQ/微信等语音异常,,
,听完qq语音后一卡顿,官网,QQ/微信等语音异常,,
,语音说话不好使了.显示未检测到声音,官网,QQ/微信等语音异常,,
,在微信里捡到的漂流瓶里面是语音的没法播放,官网,QQ/微信等语音异常,,
,别人给我发的语音为什么播放失败,官网,QQ/微信等语音异常,,
,微信发不了语音,意见,QQ/微信等语音异常,,
,微信发出的语音老是没有声音,意见,QQ/微信等语音异常,,
,微信发语音有点卡,天猫商城,QQ/微信等语音异常,,
,听微信语音播放的时候，有的时候会黑屏,官网,QQ/微信等语音异常,,
,微信听不见聊天声音,意见,QQ/微信等语音异常,,
,语音说话也不管用,意见,QQ/微信等语音异常,,
,微信无语音功能,意见,QQ/微信等语音异常,,
,微信语音不清楚。破音。,意见,QQ/微信等语音异常,,
,微信语音对话怎么听不到声音,意见,QQ/微信等语音异常,,
,微信语音发出去没声音,官网,QQ/微信等语音异常,,
,微信语音没声音,意见,QQ/微信等语音异常,,
,微信语音听不到声音。。。。,意见,QQ/微信等语音异常,,
,微信语音有的时候放不出来,意见,QQ/微信等语音异常,,
,微信语音有时听不见,意见,QQ/微信等语音异常,,
,微信总是发不了语音,官网,QQ/微信等语音异常,,
,为啥语音总是发不出去,官网,QQ/微信等语音异常,,
,微信里面的语音没法听到,意见,QQ/微信等语音异常,,
,语音那么慢,官网,QQ/微信等语音异常,,
,为什么发语音声音是沙哑的？,意见,QQ/微信等语音异常,,
,语音也播放不了,意见,QQ/微信等语音异常,,
,我qq发语音没声,官网,QQ/微信等语音异常,,
,qq听不到语音消息,意见,QQ/微信等语音异常,,
,微信或者qq发语音没有声音,官网,QQ/微信等语音异常,,
,为什么语音的反应那么慢,官网,QQ/微信等语音异常,,
,发语音还是没的声音,意见,QQ/微信等语音异常,,
, QQ语音播放不成,官网,QQ/微信等语音异常,,
,微信语音经常播不出声音,官网,QQ/微信等语音异常,,
,我什么听微信没声音,意见,QQ/微信等语音异常,,
,微信语音有时候会听不到声音,官方商城,QQ/微信等语音异常,,
,微信语音说话按住没反应,京东商城,QQ/微信等语音异常,,
,微信语音按键不怎么灵敏,京东商城,QQ/微信等语音异常,,
,微信语音聊天偶尔卡顿,京东商城,QQ/微信等语音异常,,
,接语音声音是哑地,京东商城,QQ/微信等语音异常,,
,QQ语音总是发不出去,官网,QQ/微信等语音异常,,
,语音听不了，视频无法播放,意见,QQ/微信等语音异常,,
,有时候QQ发不了语音，,意见,QQ/微信等语音异常,,
,在qq和微信时发语音听不到声音,意见,QQ/微信等语音异常,,
,怎么语音不播放,意见,QQ/微信等语音异常,,
,点出QQ卡顿了一下,Emobile163,QQ慢/卡顿,,
,QQ有时有卡顿的情况,Emobile163,QQ慢/卡顿,,
,QQ消息卡顿,Emobile163,QQ慢/卡顿,,
,见过谷歌优化系统 玩QQ 都卡的吗,Ezol,QQ慢/卡顿,,
,不玩游戏只上QQ和微信卡到恢复出厂设置还是卡,Ezol,QQ慢/卡顿,,
,点QQ有经常出现卡机现象,Ezol,QQ慢/卡顿,,
,QQ卡顿，有时卡死,意见,QQ慢/卡顿,,
,QQ卡卡卡卡,意见,QQ慢/卡顿,,
,QQ卡屏,意见,QQ慢/卡顿,,
,qq卡死,意见,QQ慢/卡顿,,
,QQ卡死两次了,意见,QQ慢/卡顿,,
,QQ卡住,意见,QQ慢/卡顿,,
,QQ聊天框有时卡顿 ,Ezol,QQ慢/卡顿,,
,玩QQ卡返回键失灵,官网,QQ慢/卡顿,,
,登QQ卡,官网,QQ慢/卡顿,,
,微信卡QQ卡,官网,QQ慢/卡顿,,
,玩qq卡的现象,官网,QQ慢/卡顿,,
,QQ都有点卡,Ezol,QQ慢/卡顿,,
,上QQ的时候很卡,Ezol,QQ慢/卡顿,,
,自己安装的QQ稍微有点慢,Ezol,QQ慢/卡顿,,
,玩QQ经常卡顿还无响应,Ezol,QQ慢/卡顿,,
,时常出现卡顿（聊QQ时）,Ezol,QQ慢/卡顿,,
,今天还居然玩qq卡了好几次,官网,QQ慢/卡顿,,
,手机QQ老是登不上 3G很慢很慢,Ezol,QQ慢/卡顿,,
,有时候会出现卡顿现象不知道为什么吗，就只有QQ有这现象呢,Etianmao_hw,QQ慢/卡顿,,
,上个QQ有时卡爆了,Ezol,QQ慢/卡顿,,
,打开QQ卡顿,意见,QQ慢/卡顿,,
,打开QQ卡住不动,意见,QQ慢/卡顿,,
,反应慢QQ与短信无法聊天,Ezol,QQ慢/卡顿,,
,玩QQ微信都还有卡顿,Ezol,QQ慢/卡顿,,
,"更新QQ 微信什么的 用的久了就会卡,上个QQ好半天",Ezol,QQ慢/卡顿,,
,卡顿多，什么都卡，应用，QQ都卡,Etianmao_hw,QQ慢/卡顿,,
,登个QQ都有点卡顿,Ezol,QQ慢/卡顿,,
,看QQ小视频卡顿,Ezol,QQ慢/卡顿,,
,QQ聊天卡的很,Ezol,QQ慢/卡顿,,
,反映超慢   QQ都不好...总结：反映超慢,Ezol,QQ慢/卡顿,,
,QQ用不久就会卡,Ezol,QQ慢/卡顿,,
,微信QQ进不去有点卡,Ezol,QQ慢/卡顿,,
,玩个微信QQ什么的就要卡,Ezol,QQ慢/卡顿,,
,QQ视频有点延迟,Ezol,QQ慢/卡顿,,
,完QQ有时候卡屏,Ezol,QQ慢/卡顿,,
,后台挂个QQ和微信就会卡顿了,Ezol,QQ慢/卡顿,,
,屏幕进灰严重死机次数太多QQ都卡,Ezol,QQ慢/卡顿,,
,QQ发消息都会卡顿 ,Etianmao_hw,QQ慢/卡顿,,
,QQ不管我换哪个版本都是卡卡卡,Ezol,QQ慢/卡顿,,
,进个QQ要半天...总结：卡,Ezol,QQ慢/卡顿,,
,qq卡,官网,QQ慢/卡顿,,
,开个QQ都卡成狗一样,Ezol,QQ慢/卡顿,,
,应用有卡又闪退QQ都要卡,Ezol,QQ慢/卡顿,,
,平时登个QQ大概要个把分钟吧,Ezol,QQ慢/卡顿,,
,QQ转换就会卡顿,Eoppo,QQ慢/卡顿,,
,打开QQ聊天的时候聊着聊着突然就卡顿了,Etianmao_hw,QQ慢/卡顿,,
,QQ出现过一次卡顿现象,Etianmao_hw,QQ慢/卡顿,,
,"慢，比较卡，运行QQ,...总结：慢，比较卡",Ezol,QQ慢/卡顿,,
,2运行模式art，QQ都卡了,Ezol,QQ慢/卡顿,,
,且QQ和微信不能同开，不然手机卡到爆,Ezol,QQ慢/卡顿,,
,微信QQ偶有卡顿现象,Egome,QQ慢/卡顿,,
,上个QQ比完酷跑还要卡,Ezol,QQ慢/卡顿,,
,QQ聊天都能卡,Ezol,QQ慢/卡顿,,
,手机QQ有一次卡住,Ezol,QQ慢/卡顿,,
,上个QQ都卡死了,Ezol,QQ慢/卡顿,,
,第一天就卡死机，聊 微信，QQ就卡,Ezol,QQ慢/卡顿,,
,使用QQ时出现过卡顿现象,Ezol,QQ慢/卡顿,,
,在听音乐的时候上手机QQ，手机超卡,Ezol,QQ慢/卡顿,,
,微信QQ消息多了都卡,Etianmao_hw,QQ慢/卡顿,,
, QQ卡顿,意见,QQ慢/卡顿,,
,使用QQ卡顿,意见,QQ慢/卡顿,,
,使用QQ卡死,意见,QQ慢/卡顿,,
,刚开始有点卡顿，愣是登不上QQ,Etianmao_hw,QQ慢/卡顿,,
,QQ开视频卡的要死,Ezol,QQ慢/卡顿,,
,要打开qq卡死了,官网,QQ慢/卡顿,,
,有一次上QQ时，打开QQ空间，直接卡死,Ezol,QQ慢/卡顿,,
,点开设置和QQ的时候有卡顿了三四秒,Etianmao_hw,QQ慢/卡顿,,
,QQ什么的都好慢才能打开,Ezol,QQ慢/卡顿,,
,手机特别卡，不管是QQ还是发短信，如果你打字快就会很卡，真的很烦,Ezol,QQ慢/卡顿,,
,经常打开QQ点了很长时间才有反应,Ezol,QQ慢/卡顿,,
,聊QQ打字快了感觉会微卡,Ezol,QQ慢/卡顿,,
,进淘宝跟QQ空间 会卡顿很久,Egome,QQ慢/卡顿,,
,玩个QQ都会卡别说游戏了,Ezol,QQ慢/卡顿,,
,QQ也会卡,Etianmao_hw,QQ慢/卡顿,,
,玩QQ都要卡,Ezol,QQ慢/卡顿,,
,登QQ卡的要命,意见,QQ慢/卡顿,,
,一个微信一个QQ就卡，卡屏闪退很正常,Ezol,QQ慢/卡顿,,
,点QQ居然卡死了,Etianmao_hw,QQ慢/卡顿,,
,滑屏卡，看QQ动态都一顿一顿,Ezol,QQ慢/卡顿,,
,玩qq卡,意见,QQ慢/卡顿,,
,玩QQ卡顿什么原因,意见,QQ慢/卡顿,,
,玩QQ卡机,意见,QQ慢/卡顿,,
,玩个QQ游戏卡的要死,Ezol,QQ慢/卡顿,,
,用QQ聊天的时候有明星卡顿,Etianmao_hw,QQ慢/卡顿,,
,qq卡退,意见,QQ慢/卡顿,,
,为什么QQ卡死了,官网,QQ慢/卡顿,,
,开QQ的时候有点卡顿,Ezol,QQ慢/卡顿,,
,我的手机用qq卡屏,官网,QQ慢/卡顿,,
,开QQ或微信有卡顿的现象,Ezol,QQ慢/卡顿,,
,连打开QQ 微信 什么的都要慢2秒,Ezol,QQ慢/卡顿,,
,发个QQ消息也要卡顿,Etianmao_hw,QQ慢/卡顿,,
,"反映有点慢,不能上QQ",Ezol,QQ慢/卡顿,,
,多次登QQ，卡死,Ezol,QQ慢/卡顿,,
,上网啊QQ啊速度都很慢,Ezol,QQ慢/卡顿,,
,玩temple run经常卡！...总结：尤其是玩微信、QQ,Ezol,QQ慢/卡顿,,
,QQ卡有时会死机,Ezol,QQ慢/卡顿,,
,卡顿，开个QQ和微信就完败了,Ezol,QQ慢/卡顿,,
,QQ.收个消息都比我以前用的华为还慢,Ezol,QQ慢/卡顿,,
,QQ聊天慢,Ezol,QQ慢/卡顿,,
,有时登个QQ就卡住了,Ezol,QQ慢/卡顿,,
,QQ打字卡了,Ezol,QQ慢/卡顿,,
,QQ卡顿过几次,Etaobao_hw,QQ慢/卡顿,,
,在一周之后手机出现了卡顿，例如QQ,Ezol,QQ慢/卡顿,,
,QQ发表情时，滑动选表情的时候老是卡,Ezol,QQ慢/卡顿,,
,QQ在使用中出现账号转换卡顿问题,Egome,QQ慢/卡顿,,
,用起来非常卡，随便进个QQ都半天,Ezol,QQ慢/卡顿,,
,登QQ卡了十几秒。,意见,QQ慢/卡顿,,
,开QQ之类的有点卡顿,Etianmao_hw,QQ慢/卡顿,,
,有时玩QQ卡顿,意见,QQ慢/卡顿,,
,打开QQ2013的时候不知道为什么要等10s钟才能进去,Ezol,QQ慢/卡顿,,
,上个QQ在接打电话，都会卡半天,Ezol,QQ慢/卡顿,,
